traj_id,time,locx,locy,route_id,duration,distance,speed,acc,cos,mode,GG,GSD,TG
90,110,38,45,3,10.0,43.497126341863094,4.349712634186309,0.0005751308391614529,0.0,3,1,1,1
91,0,7,63,16,0.0,0.0,0.0,-4.349712634186309,0.0,1,1,0,0
91,10,26,60,16,10.0,19.235384061671343,1.9235384061671343,0.19235384061671343,0.37729688731351946,1,1,0,1
91,20,29,48,16,10.0,22.869193252058544,2.2869193252058544,0.03633809190387201,-0.6060432152628562,1,1,1,0
91,30,32,40,16,10.0,24.413111231467404,2.4413111231467406,0.01543917979408862,-0.5006542475436215,1,1,1,0
91,40,46,56,16,10.0,32.37282811247729,3.2372828112477294,0.07959716881009889,0.9803969040419362,1,1,0,0
91,50,47,36,16,10.0,38.06573262134856,3.806573262134856,0.05692904508871264,-0.47564457389685777,1,1,0,0
91,60,56,34,16,10.0,39.16631205513228,3.916631205513228,0.011005794337837216,0.7632628115191055,1,0,0,0
91,70,59,31,16,10.0,39.395431207184416,3.9395431207184415,0.002291191520521352,0.2844470071718319,1,1,0,0
91,80,59,32,16,10.0,39.408120990476064,3.9408120990476063,0.00012689783291648383,0.48431588301680556,1,1,0,0
91,90,56,31,16,10.0,39.534794801541594,3.9534794801541593,0.0012667381106552967,-0.9899494936611665,1,0,0,0
91,100,60,30,16,10.0,39.74921382870358,3.9749213828703582,0.002144190271619895,0.7219882051154242,1,1,0,0
91,110,56,32,16,10.0,40.0,4.0,0.0025078617129641765,-0.5889858361599182,1,0,0,0
91,120,58,30,16,10.0,40.099875311526844,4.009987531152684,0.0009987531152684248,0.2704323016363109,1,1,0,0
91,130,57,32,16,10.0,40.162171256046406,4.016217125604641,0.0006229594451956366,0.0,1,0,0,0
92,0,5,63,16,0.0,0.0,0.0,-4.016217125604641,0.0,1,1,0,0
92,10,26,63,16,10.0,21.0,2.1,0.21000000000000002,0.4687158068993504,1,1,1,0
92,20,26,49,16,10.0,25.238858928247925,2.5238858928247927,0.04238858928247926,-0.7844155915708846,1,0,1,1
92,30,34,43,16,10.0,27.147743920996454,2.7147743920996454,0.019088849927485274,0.05299803830143921,1,1,1,1
92,40,46,55,16,10.0,32.01562118716424,3.2015621187164243,0.04867877266167788,0.0,1,1,0,0
93,0,97,22,8,0.0,0.0,0.0,-3.2015621187164243,0.0,1,1,0,0
93,10,79,30,8,10.0,19.697715603592208,1.9697715603592207,0.19697715603592209,-0.5728614545975814,1,0,0,0
93,20,68,41,8,10.0,25.099800796022265,2.5099800796022267,0.054020851924300596,-0.17888543819998315,1,1,0,0
93,30,65,45,8,10.0,25.592967784139454,2.5592967784139455,0.004931669881171885,0.08304547985373996,1,1,0,0
93,40,72,64,8,10.0,32.63433774416144,3.263433774416144,0.07041369960021986,0.0,1,0,1,0
94,0,24,26,6,0.0,0.0,0.0,-3.263433774416144,0.0,1,0,0,1
94,10,18,42,6,10.0,17.08800749063506,1.708800749063506,0.1708800749063506,0.8109498262243598,1,0,0,0
94,20,12,44,6,10.0,18.2208671582886,1.8220867158288598,0.011328596676535385,0.06555213366563066,1,0,0,0
94,30,11,42,6,10.0,18.35755975068582,1.835755975068582,0.0013669259239722064,-0.9879195263882261,1,0,0,0
94,40,14,44,6,10.0,18.708286933869708,1.8708286933869709,0.0035072718318388983,0.7677255508767634,1,1,0,0
94,50,13,44,6,10.0,18.734993995195193,1.8734993995195193,0.0002670706132548384,0.0,1,1,0,0
95,0,41,51,2,0.0,0.0,0.0,-1.8734993995195193,0.0,2,1,1,0
95,10,41,61,2,10.0,10.0,1.0,0.1,0.8764764179985267,2,0,0,0
95,20,39,71,2,10.0,14.2828568570857,1.4282856857085702,0.04282856857085702,0.7982084609314696,2,1,0,0
95,30,40,83,2,10.0,18.681541692269406,1.8681541692269406,0.04398684835183704,0.9302181851198987,2,0,0,0
95,40,42,85,2,10.0,18.894443627691185,1.8894443627691184,0.0021290193542177873,0.0,2,0,1,0
96,0,31,73,20,0.0,0.0,0.0,-1.8894443627691184,0.0,1,1,0,0
96,10,48,60,20,10.0,21.400934559032695,2.1400934559032696,0.21400934559032697,0.13216372009101798,1,1,0,0
96,20,48,48,20,10.0,24.535688292770594,2.453568829277059,0.03134753733737896,-0.597481322535474,1,1,0,0
96,30,51,38,20,10.0,26.664583251946766,2.6664583251946765,0.02128894959176173,-0.19560777257854348,1,1,0,0
96,40,64,34,20,10.0,29.93325909419153,2.993325909419153,0.032686758422447636,0.7007176504126468,1,1,0,0
96,50,61,33,20,10.0,30.099833886584822,3.0099833886584824,0.0016657479239329475,-0.9890632650471419,1,1,0,0
96,60,65,33,20,10.0,30.364452901377952,3.036445290137795,0.0026461901479312823,0.8971706760405388,1,1,0,0
96,70,65,32,20,10.0,30.380915061926625,3.0380915061926625,0.00016462160548673664,-0.46400699467055756,1,1,0,0
96,80,63,33,20,10.0,30.463092423455635,3.0463092423455636,0.0008217736152901,-0.6100146362478711,1,1,0,0
96,90,64,31,20,10.0,30.54504869860253,3.054504869860253,0.0008195627514689275,0.0,1,0,0,0
96,100,64,32,20,10.0,30.56141357987225,3.056141357987225,0.00016364881269721466,0.0,1,1,0,0
97,0,52,8,21,0.0,0.0,0.0,-3.056141357987225,0.0,1,1,0,0
97,10,69,0,21,10.0,18.788294228055936,1.8788294228055935,0.18788294228055935,0.9048187022009941,1,1,0,0
97,20,85,0,21,10.0,24.677925358506133,2.4677925358506134,0.05889631130450199,1.0,1,1,1,0
97,30,88,0,21,10.0,24.859605789312106,2.4859605789312105,0.0018168043080597051,1.0,1,1,1,0
97,40,87,0,21,10.0,24.879710609249457,2.487971060924946,0.00020104819937354356,-0.9999354401367996,1,1,1,0
97,50,88,1,21,10.0,24.919871588754223,2.491987158875422,0.0004016097950476194,0.6742693640213323,1,1,1,0
97,60,88,-4,21,10.0,25.41653005427767,2.541653005427767,0.004966584655234474,0.023249527748763855,1,0,0,0
97,70,86,-2,21,10.0,25.573423705088842,2.5573423705088842,0.0015689365081117401,-0.7229906911531178,1,0,0,0
97,80,88,-2,21,10.0,25.65151067676132,2.565151067676132,0.0007808697167247747,0.9999354401367996,1,0,0,0
97,90,88,-1,21,10.0,25.67099530598687,2.567099530598687,0.00019484629225550166,0.0,1,0,1,0
98,0,89,5,4,0.0,0.0,0.0,-2.567099530598687,0.0,1,1,0,0
98,10,85,23,4,10.0,18.439088914585774,1.8439088914585775,0.18439088914585774,0.2287190129624773,1,0,0,0
98,20,85,41,4,10.0,25.768197453450252,2.5768197453450252,0.07329108538864477,0.5014237824134796,1,1,0,0
98,30,88,51,4,10.0,27.80287754891569,2.7802877548915688,0.020346800954654354,0.7414906193823548,1,0,0,0
98,40,86,52,4,10.0,27.892651361962706,2.7892651361962706,0.0008977381304701825,-0.5484600326708852,1,1,0,0
98,50,86,50,4,10.0,27.964262908219126,2.7964262908219126,0.0007161154625642041,-0.5144957554275265,1,1,0,0
98,60,85,51,4,10.0,28.0,2.8,0.0003573709178087192,-0.25589256031628255,1,1,0,0
98,70,86,50,4,10.0,28.035691537752374,2.8035691537752374,0.0003569153775237588,0.24752450487609146,1,1,0,0
98,80,86,51,4,10.0,28.053520278211074,2.8053520278211073,0.00017828740458698534,0.49613893835683387,1,1,0,0
98,90,84,48,4,10.0,28.284271247461902,2.8284271247461903,0.0023075096925083026,-0.9073882863323294,1,0,0,0
98,100,85,52,4,10.0,28.583211855912904,2.8583211855912904,0.0029894060845100157,0.7071067811865476,1,1,0,0
98,110,85,51,4,10.0,28.600699292150182,2.860069929215018,0.00017487436237275666,-0.5144957554275265,1,1,0,0
98,120,85,51,4,10.0,28.600699292150182,2.860069929215018,0.0,0.0,1,1,0,0
98,130,86,51,4,10.0,28.61817604250837,2.861817604250837,0.0001747675035819185,0.0,1,1,0,0
99,0,33,78,22,0.0,0.0,0.0,-2.861817604250837,0.0,2,0,1,0
99,10,28,70,22,10.0,9.433981132056603,0.9433981132056604,0.09433981132056604,-0.9815208305976398,2,1,1,0
99,20,23,60,22,10.0,14.628738838327793,1.4628738838327793,0.05194757706271189,-0.997537204184465,2,1,1,0
99,30,22,53,22,10.0,16.24807680927192,1.624807680927192,0.01619337970944128,-0.9951750001597836,2,1,1,0
99,40,12,49,22,10.0,19.493588689617926,1.9493588689617927,0.03245511880346006,-0.5349510707760551,2,0,1,1
99,50,8,43,22,10.0,20.784609690826528,2.078460969082653,0.012910210012086032,-0.9007240507213334,2,0,1,0
99,60,6,43,22,10.0,20.8806130178211,2.08806130178211,0.0009600332699457148,-0.12403473458920847,2,0,1,0
99,70,5,40,22,10.0,21.118712081942874,2.1118712081942874,0.0023809906412177286,-0.9871673987372203,2,0,0,0
99,80,7,43,22,10.0,21.42428528562855,2.142428528562855,0.003055732036856762,0.8958335020801016,2,0,1,0
99,90,5,39,22,10.0,21.88606862823929,2.188606862823929,0.004617833426107376,-0.9557790087219501,2,0,0,0
99,100,7,42,22,10.0,22.181073012818835,2.2181073012818837,0.0029500438457954912,0.9135363639756843,2,0,1,0
99,110,7,41,22,10.0,22.20360331117452,2.220360331117452,0.00022530298355682987,-0.9870072699305105,2,0,0,0
99,120,7,43,22,10.0,22.293496809607955,2.2293496809607953,0.0008989349843343319,0.9857364255104072,2,0,1,0
99,130,7,41,22,10.0,22.38302928559939,2.238302928559939,0.0008953247599143843,-0.9894610641341027,2,0,0,0
99,140,6,41,22,10.0,22.40535650240808,2.240535650240808,0.00022327216808686322,0.0,2,0,0,0
100,0,52,63,23,0.0,0.0,0.0,-2.240535650240808,0.0,1,1,0,0
100,10,47,42,23,10.0,21.587033144922902,2.15870331449229,0.215870331449229,-0.7944114536554717,1,1,1,0
100,20,38,31,23,10.0,25.84569596664017,2.584569596664017,0.0425866282171727,-0.9899494936611666,1,0,0,1
100,30,37,34,23,10.0,26.038433132583073,2.603843313258307,0.0019273716594290224,0.396911150685467,1,0,0,0
100,40,38,34,23,10.0,26.057628441590765,2.6057628441590763,0.00019195309007691286,0.0,1,0,0,0
101,0,29,24,6,0.0,0.0,0.0,-2.6057628441590763,0.0,1,0,0,1
101,10,18,44,6,10.0,22.825424421026653,2.2825424421026654,0.22825424421026655,0.7037567544719534,1,1,0,1
101,20,13,44,6,10.0,23.366642891095847,2.3366642891095846,0.005412184700691913,-0.24253562503633297,1,1,0,0
101,30,11,44,6,10.0,23.45207879911715,2.345207879911715,0.0008543590802130296,-0.31622776601683794,1,0,0,0
101,40,14,42,6,10.0,23.727621035409346,2.3727621035409348,0.002755422362921989,-0.2631174057921088,1,0,0,0
101,50,14,42,6,10.0,23.727621035409346,2.3727621035409348,0.0,0.0,1,0,0,0
101,60,11,44,6,10.0,24.0,2.4,0.0027237896459065157,0.301981395918394,1,0,0,0
101,70,13,45,6,10.0,24.1039415863879,2.4103941586387903,0.001039415863879034,0.6973549598034536,1,1,0,0
101,80,14,44,6,10.0,24.145392935299274,2.4145392935299275,0.00041451348911372146,-0.4534572437205525,1,1,0,0
101,90,14,43,6,10.0,24.166091947189145,2.4166091947189146,0.00020699011889870888,0.0,1,1,0,0
102,0,6,63,16,0.0,0.0,0.0,-2.4166091947189146,0.0,1,1,0,0
102,10,25,60,16,10.0,19.235384061671343,1.9235384061671343,0.19235384061671343,0.37729688731351946,1,1,1,0
102,20,29,48,16,10.0,23.021728866442675,2.3021728866442674,0.03786344804771331,-0.5722738762938071,1,1,1,0
102,30,32,43,16,10.0,23.748684174075834,2.3748684174075834,0.007269553076331592,-0.3002042927755801,1,1,1,1
102,40,47,53,16,10.0,29.816103031751148,2.9816103031751147,0.06067418857675313,0.9976411476235386,1,1,0,0
102,50,48,37,16,10.0,33.85262175962151,3.3852621759621515,0.04036518727870368,0.0,1,1,0,0
103,0,33,16,19,0.0,0.0,0.0,-3.3852621759621515,0.0,1,0,0,0
103,10,18,24,19,10.0,17.0,1.7,0.16999999999999998,0.33309666719871817,1,1,0,0
103,20,5,33,19,10.0,23.2163735324878,2.32163735324878,0.062163735324878,0.3349771133073944,1,0,0,0
103,30,10,37,19,10.0,24.08318915758459,2.4083189157584592,0.008668156250967929,0.7261784679893475,1,1,0,0
103,40,5,36,19,10.0,24.61706725018234,2.4617067250182343,0.005338780925977504,-0.4168276275900151,1,0,0,0
103,50,9,38,19,10.0,25.019992006393608,2.5019992006393608,0.004029247562112648,0.0,1,1,0,0
104,0,77,38,1,0.0,0.0,0.0,-2.5019992006393608,0.0,2,0,1,0
104,10,71,47,1,10.0,10.816653826391969,1.0816653826391969,0.10816653826391968,0.07297563831157798,2,0,1,0
104,20,72,56,1,10.0,14.106735979665885,1.4106735979665885,0.03290082153273917,0.7575653557005594,2,1,1,0
104,30,71,66,1,10.0,17.320508075688775,1.7320508075688774,0.03213772096022889,0.6740892475258051,2,0,1,0
104,40,70,78,1,10.0,21.095023109728988,2.109502310972899,0.037745150340402156,0.6767430554014348,2,0,0,0
104,50,70,76,1,10.0,21.18962010041709,2.118962010041709,0.0009459699068810057,-0.726207071739487,2,0,0,0
104,60,71,75,1,10.0,21.236760581595302,2.12367605815953,0.0004714048117821168,-0.04050726664273952,2,0,1,0
104,70,71,77,1,10.0,21.330729007701542,2.1330729007701543,0.0009396842610624123,0.7452413135250994,2,0,1,0
104,80,68,76,1,10.0,21.563858652847824,2.1563858652847823,0.0023312964514627943,-0.8686193252933948,2,0,0,0
104,90,69,77,1,10.0,21.61018278497431,2.1610182784974308,0.0004632413212648512,0.9997973680338532,2,0,0,0
104,100,73,76,1,10.0,22.0,2.2,0.00389817215025694,0.0,2,0,1,0
105,0,57,54,13,0.0,0.0,0.0,-2.2,0.0,1,1,0,0
105,10,60,38,13,10.0,16.278820596099706,1.6278820596099706,0.16278820596099705,-0.1305643469041719,1,1,0,0
105,20,55,18,13,10.0,26.267851073127396,2.6267851073127395,0.0998903047702769,-0.25790222481414066,1,0,0,0
105,30,63,1,13,10.0,32.29551052391029,3.2295510523910287,0.06027659450782892,0.4106596925184124,1,1,0,0
105,40,60,1,13,10.0,32.43454948045371,3.243454948045371,0.0013903895654342247,-0.9988681377244376,1,1,0,0
105,50,63,3,13,10.0,32.63433774416144,3.263433774416144,0.0019978826370773196,0.8578869234620982,1,1,0,0
105,60,62,3,13,10.0,32.64965543462902,3.264965543462902,0.00015317690467577804,-0.9988681377244376,1,1,0,0
105,70,63,3,13,10.0,32.66496594212215,3.266496594212215,0.00015310507493131452,0.9966575212323125,1,1,0,0
105,80,61,5,13,10.0,32.78719262151,3.278719262151,0.0012222667938785125,-0.6608803679394092,1,1,1,0
105,90,63,4,13,10.0,32.863353450309965,3.2863353450309964,0.0007616082879996266,0.8721430411136099,1,1,0,0
105,100,63,3,13,10.0,32.87856444554719,3.287856444554719,0.000152109952372248,-0.04912095919979347,1,1,0,0
105,110,61,3,13,10.0,32.93933818400121,3.293933818400121,0.0006077373845402078,0.0,1,1,0,0
106,0,10,-2,3,0.0,0.0,0.0,-3.293933818400121,0.0,3,0,0,0
106,10,35,28,3,10.0,39.05124837953327,3.905124837953327,0.3905124837953327,0.9978866533783647,3,0,0,1
106,20,38,40,3,10.0,40.963398296528084,4.096339829652808,0.019121499169948118,0.8875625488852431,3,0,1,0
106,30,38,43,3,10.0,41.0731055558257,4.10731055558257,0.0010970725929762004,0.7241379310344828,3,1,0,1
106,40,40,42,3,10.0,41.13392760240627,4.113392760240627,0.0006082204658056867,0.25860935142505853,3,1,0,0
106,50,39,44,3,10.0,41.19465984809196,4.119465984809196,0.0006073224568568847,0.3770365147076725,3,1,1,1
106,60,36,41,3,10.0,41.41255848169731,4.141255848169731,0.0021789863360535122,-0.9993474240685577,3,0,1,0
106,70,40,43,3,10.0,41.65333119931706,4.165333119931706,0.002407727176197483,0.9325680982740896,3,1,1,1
106,80,40,44,3,10.0,41.66533331199932,4.166533331199932,0.00012002112682258925,0.7483469392281404,3,1,1,1
106,90,39,44,3,10.0,41.677331968349414,4.167733196834941,0.00011998656350096227,0.0,3,1,1,1
107,0,16,85,12,0.0,0.0,0.0,-4.167733196834941,0.0,2,0,0,0
107,10,18,76,12,10.0,9.219544457292887,0.9219544457292888,0.09219544457292887,-0.8158820524631681,2,0,0,0
107,20,29,69,12,10.0,15.968719422671311,1.5968719422671311,0.06749174965378424,-0.07077550471734975,2,1,1,0
107,30,33,61,12,10.0,18.303005217723125,1.8303005217723125,0.023342857950518138,-0.5934763214186394,2,1,1,0
107,40,25,49,12,10.0,23.302360395462088,2.3302360395462087,0.04999355177738962,-0.998011487205973,2,0,1,0
107,50,32,42,12,10.0,25.317977802344327,2.5317977802344327,0.020156174068822398,0.026306682088232818,2,1,0,1
107,60,39,37,12,10.0,26.739483914241877,2.6739483914241875,0.01421506111897548,0.1643989873053573,2,0,0,0
107,70,39,39,12,10.0,26.814175355583846,2.6814175355583845,0.000746914413419697,0.7432941462471664,2,0,1,0
107,80,36,40,12,10.0,27.0,2.7,0.0018582464441615708,0.0,2,0,1,0
108,0,18,58,5,0.0,0.0,0.0,-2.7,0.0,2,0,1,0
108,10,30,57,5,10.0,12.041594578792296,1.2041594578792296,0.12041594578792296,0.5260328376174018,2,1,1,0
108,20,37,50,5,10.0,15.588457268119896,1.5588457268119895,0.03546862689327599,0.0,2,1,0,0
108,30,42,42,5,10.0,18.2208671582886,1.8220867158288598,0.02632409890168703,-0.009505273991090643,2,0,1,0
108,40,47,30,5,10.0,22.38302928559939,2.238302928559939,0.04162162127310794,-0.06062275736805362,2,1,1,0
108,50,49,24,5,10.0,23.259406699226016,2.3259406699226015,0.008763774136266233,-0.1414213562373095,2,1,1,0
108,60,50,25,5,10.0,23.302360395462088,2.3302360395462087,0.0004295369623607215,0.9557790087219501,2,1,1,0
108,70,51,27,5,10.0,23.40939982143925,2.340939982143925,0.0010703942597716232,0.8046629440104308,2,1,1,0
108,80,51,26,5,10.0,23.430749027719962,2.3430749027719964,0.0002134920628071413,-0.4678877204190327,2,1,1,0
108,90,51,27,5,10.0,23.45207879911715,2.345207879911715,0.00021329771397184948,0.43329443486787794,2,1,1,0
108,100,52,25,5,10.0,23.558437978779494,2.3558437978779496,0.0010635917966234753,0.007873771664404968,2,1,0,0
108,110,51,25,5,10.0,23.57965224510319,2.357965224510319,0.00021214266323692498,0.0,2,1,1,0
109,0,51,64,23,0.0,0.0,0.0,-2.357965224510319,0.0,1,1,0,0
109,10,47,44,23,10.0,20.396078054371138,2.0396078054371136,0.20396078054371136,-0.7579241558495088,1,1,1,0
109,20,41,32,23,10.0,24.413111231467404,2.4413111231467406,0.0401703317709627,-0.9066412677550335,1,0,0,0
109,30,39,31,23,10.0,24.515301344262525,2.4515301344262523,0.0010219011279511748,-0.9757560105373638,1,0,0,0
109,40,38,31,23,10.0,24.535688292770594,2.453568829277059,0.0002038694850806877,0.0,1,0,0,1
110,0,53,9,21,0.0,0.0,0.0,-2.453568829277059,0.0,1,1,1,0
110,10,68,-1,21,10.0,18.027756377319946,1.8027756377319946,0.18027756377319945,0.8382995816580341,1,0,0,0
110,20,88,-1,21,10.0,26.92582403567252,2.692582403567252,0.08898067658352574,0.9999324027443712,1,0,1,0
110,30,86,1,21,10.0,27.073972741361768,2.7073972741361767,0.0014814870568924832,-0.6991176319238785,1,1,1,0
110,40,89,1,21,10.0,27.23967694375247,2.723967694375247,0.0016570420239070405,1.0,1,1,1,0
110,50,86,0,21,10.0,27.422618401604176,2.7422618401604177,0.0018294145785170634,-0.9448975828178131,1,1,1,0
110,60,85,-1,21,10.0,27.459060435491963,2.7459060435491964,0.00036442033887786887,-0.7229906911531178,1,0,0,0
110,70,88,2,21,10.0,27.784887978899608,2.7784887978899606,0.0032582754340764186,0.0,1,1,1,0
111,0,98,21,8,0.0,0.0,0.0,-2.7784887978899606,0.0,1,0,0,0
111,10,81,30,8,10.0,19.235384061671343,1.9235384061671343,0.19235384061671343,-0.5299403469946883,1,1,0,0
111,20,69,40,8,10.0,24.779023386727733,2.477902338672773,0.05543639325056389,-0.2740859796379347,1,1,0,0
111,30,66,45,8,10.0,25.45584412271571,2.545584412271571,0.0067682073598797745,0.18428853505018536,1,1,0,0
111,40,71,63,8,10.0,31.575306807693888,3.157530680769389,0.06119462684978179,0.8808327909609874,1,0,1,0
111,50,69,72,8,10.0,32.89376840679705,3.2893768406797053,0.013184615991031646,0.5934381018669281,1,1,0,0
111,60,61,70,8,10.0,33.91164991562634,3.391164991562634,0.01017881508829288,-0.8042286974398034,1,0,0,0
111,70,61,74,8,10.0,34.14674215792775,3.4146742157927745,0.0023509224230140457,0.0,1,0,0,0
112,0,99,20,8,0.0,0.0,0.0,-3.4146742157927745,0.0,1,0,0,0
112,10,78,29,8,10.0,22.847319317591726,2.2847319317591728,0.22847319317591727,-0.5717267802843218,1,0,0,0
112,20,69,43,8,10.0,28.26658805020514,2.826658805020514,0.054192687326134116,0.07722799832856564,1,1,0,0
112,30,62,47,8,10.0,29.393876913398138,2.939387691339814,0.01127288863192999,-0.34689587025541846,1,1,0,0
112,40,74,62,8,10.0,35.11409973215888,3.511409973215888,0.05720222818760741,0.9960079239500254,1,1,0,0
112,50,69,72,8,10.0,36.851051545376556,3.6851051545376556,0.017369518132176777,0.37863284572050415,1,1,0,0
112,60,63,72,8,10.0,37.33630940518894,3.733630940518894,0.004852578598123847,0.0,1,0,0,0
113,0,9,0,3,0.0,0.0,0.0,-3.733630940518894,0.0,3,0,0,1
113,10,38,27,3,10.0,39.6232255123179,3.9623225512317903,0.39623225512317906,0.9973571218545999,3,0,0,1
113,20,39,42,3,10.0,42.37924020083418,4.237924020083418,0.027560146885162774,0.7830467516006996,3,1,1,0
113,30,40,44,3,10.0,42.43819034784589,4.243819034784589,0.0005895014701170709,0.9659819891465422,3,1,1,1
113,40,39,44,3,10.0,42.44997055358225,4.244997055358224,0.00011780205736355853,-0.6699645207146371,3,1,1,1
113,50,37,41,3,10.0,42.60281680828159,4.260281680828159,0.0015284625469934809,-0.989150815737771,3,0,1,0
113,60,38,42,3,10.0,42.62628297189423,4.262628297189423,0.00023466163612635428,0.9993777439159623,3,0,1,1
113,70,41,44,3,10.0,42.77849927241488,4.277849927241488,0.0015221630052065116,0.0,3,1,1,1
114,0,37,70,17,0.0,0.0,0.0,-4.277849927241488,0.0,1,1,0,0
114,10,50,58,17,10.0,17.69180601295413,1.7691806012954132,0.1769180601295413,0.2130063392978803,1,1,0,0
114,20,50,35,17,10.0,29.017236257093817,2.9017236257093817,0.11325430244139685,-0.433294434867878,1,1,0,0
114,30,52,25,17,10.0,30.757112998459398,3.0757112998459397,0.017398767413655803,-0.1689638151108457,1,1,0,0
114,40,65,25,17,10.0,33.391615714128,3.3391615714128,0.02634502715668603,0.9458221364244432,1,1,0,0
114,50,67,23,17,10.0,33.51119216023208,3.351119216023208,0.0011957644610407936,0.40613846605344756,1,0,0,0
114,60,65,25,17,10.0,33.63034344160047,3.3630343441600474,0.0011915128136839482,-0.38672667625067425,1,1,0,0
114,70,66,27,17,10.0,33.704599092705436,3.3704599092705436,0.0007425565110496191,0.7316788437471541,1,0,0,0
114,80,67,25,17,10.0,33.77869150810907,3.377869150810907,0.0007409241540363265,0.0,1,1,0,0
115,0,44,48,2,0.0,0.0,0.0,-3.377869150810907,0.0,2,0,0,0
115,10,43,61,2,10.0,13.038404810405298,1.3038404810405297,0.13038404810405296,0.8155071447352175,2,0,1,0
115,20,42,70,2,10.0,15.874507866387544,1.5874507866387544,0.028361030559822465,0.8260744532722942,2,1,1,0
115,30,43,81,2,10.0,19.339079605813716,1.9339079605813716,0.03464571739426172,0.9295217406800527,2,0,1,0
115,40,43,85,2,10.0,19.748417658131498,1.9748417658131499,0.0040933805231778255,0.8965771811582252,2,0,1,0
115,50,41,83,2,10.0,19.949937343260004,1.9949937343260005,0.0020151968512850615,-0.9439779432824154,2,0,0,0
115,60,40,83,2,10.0,19.974984355438178,1.9974984355438177,0.0002504701217817207,-0.45140780936894326,2,0,0,0
115,70,43,85,2,10.0,20.29778313018444,2.029778313018444,0.003227987747462624,0.8729066685021477,2,0,1,0
115,80,43,84,2,10.0,20.322401432901575,2.0322401432901573,0.0002461830271713428,-0.8923177627060507,2,0,1,0
115,90,43,85,2,10.0,20.346989949375804,2.0346989949375804,0.0002458851647423099,0.8923177627060507,2,0,1,0
115,100,43,85,2,10.0,20.346989949375804,2.0346989949375804,0.0,0.0,2,0,1,0
116,0,51,61,23,0.0,0.0,0.0,-2.0346989949375804,0.0,1,1,0,0
116,10,48,45,23,10.0,16.278820596099706,1.6278820596099706,0.16278820596099705,-0.761658757624037,1,1,1,0
116,20,42,34,23,10.0,20.54263858417414,2.0542638584174138,0.04263817988074432,-0.9422366460233121,1,1,0,0
116,30,38,34,23,10.0,20.92844953645635,2.092844953645635,0.003858109522822106,-0.7790116852629191,1,0,0,0
116,40,41,33,23,10.0,21.166010488516726,2.1166010488516727,0.002375609520603783,0.5532962892825382,1,1,0,0
116,50,41,32,23,10.0,21.18962010041709,2.118962010041709,0.00023609611900363703,-0.6321267274717939,1,0,0,0
116,60,38,31,23,10.0,21.42428528562855,2.142428528562855,0.0023466518521146006,-0.9284766908852592,1,0,0,1
116,70,39,33,23,10.0,21.540659228538015,2.1540659228538015,0.0011637394290946457,0.9241250490048324,1,0,0,0
116,80,38,33,23,10.0,21.563858652847824,2.1563858652847823,0.00023199424309807703,-0.7619393177594593,1,0,0,0
116,90,40,34,23,10.0,21.6794833886788,2.16794833886788,0.0011562473583097699,0.9778024140774094,1,1,0,0
116,100,40,32,23,10.0,21.77154105707724,2.177154105707724,0.0009205766839844199,0.0,1,0,0,0
117,0,16,58,5,0.0,0.0,0.0,-2.177154105707724,0.0,2,0,0,1
117,10,29,54,5,10.0,13.601470508735444,1.3601470508735445,0.13601470508735444,0.32322031671347723,2,1,1,0
117,20,37,51,5,10.0,16.06237840420901,1.606237840420901,0.02460907895473565,0.41380294430118403,2,1,0,0
117,30,42,42,5,10.0,19.078784028338912,1.9078784028338913,0.03016405624129903,-0.11081764192889702,2,0,1,0
117,40,45,32,5,10.0,21.748563170931547,2.1748563170931545,0.02669779142592632,-0.17134117475124774,2,1,0,0
117,50,52,26,5,10.0,23.62202362203543,2.362202362203543,0.018734604511038856,0.37394265299113705,2,1,1,0
117,60,52,27,5,10.0,23.643180835073778,2.364318083507378,0.000211572130383475,0.40450601477770304,2,1,1,0
117,70,52,23,5,10.0,23.979157616563597,2.3979157616563596,0.0033597678148981737,-0.43329443486787794,2,0,0,0
117,80,52,25,5,10.0,24.06241883103193,2.406241883103193,0.0008326121446833312,0.46081527064705713,2,1,0,0
117,90,52,27,5,10.0,24.145392935299274,2.4145392935299275,0.0008297410426734598,0.41110775310681835,2,1,1,0
117,100,51,23,5,10.0,24.49489742783178,2.449489742783178,0.0034950449253250415,-0.6267586448165066,2,0,0,0
117,110,52,24,5,10.0,24.535688292770594,2.453568829277059,0.00040790864938813345,0.9581680931685116,2,0,0,0
117,120,50,27,5,10.0,24.79919353527449,2.479919353527449,0.002635052425038964,0.0,2,1,1,0
118,0,27,29,6,0.0,0.0,0.0,-2.479919353527449,0.0,1,1,0,0
118,10,17,43,6,10.0,17.204650534085253,1.7204650534085253,0.17204650534085253,0.622745807406625,1,1,0,0
118,20,12,42,6,10.0,17.944358444926362,1.7944358444926363,0.007397079108411098,-0.471494358331304,1,0,0,0
118,30,13,43,6,10.0,18.0,1.8,0.0005564155507363777,0.8741572761215377,1,1,0,0
118,40,12,42,6,10.0,18.05547008526779,1.8055470085267789,0.0005547008526778808,-0.8944271909999159,1,0,0,0
118,50,14,42,6,10.0,18.16590212458495,1.816590212458495,0.0011043203931716094,0.23162052730603974,1,0,0,0
118,60,10,42,6,10.0,18.601075237738275,1.8601075237738276,0.004351731131533265,-0.30958604746079255,1,0,0,0
