traj_id,time,locx,locy,mode
GSD65,51.49566907016219,130,170,GSD
GSD65,55.26530465851401,131,173,GSD
GSD65,59.685242213993725,131,175,GSD
GSD65,66.07086717357001,128,181,GSD
GSD65,72.49031822364027,127,186,GSD
GSD65,76.97278440689192,131,187,GSD
GSD65,83.7597892680725,132,186,GSD
GSD66,4.1075158369123494,161,62,GSD
GSD66,6.845345632403453,159,62,GSD
GSD66,11.578331791955748,155,65,GSD
GSD66,15.936983364512738,155,69,GSD
GSD66,20.83180292378706,153,71,GSD
GSD66,25.894339873977405,151,76,GSD
GSD66,32.014788559958255,146,77,GSD
GSD66,35.61640420230372,143,76,GSD
GSD66,41.06514752095728,137,77,GSD
GSD66,47.18061080600021,133,79,GSD
GSD66,52.52960862263566,129,78,GSD
GSD66,55.88033737654125,125,80,GSD
GSD66,59.55729792101373,123,79,GSD
GSD66,64.26620580832343,120,76,GSD
GSD66,69.0281819990621,120,73,GSD
GSD66,74.2923463665007,121,69,GSD
GSD66,78.98154484325491,120,65,GSD
GSD66,82.66602702308944,122,65,GSD
GSD66,88.50684757205288,122,64,GSD
GSD67,4.487206329472036,295,198,GSD
GSD67,8.72101980662941,296,194,GSD
GSD67,13.584488922774588,296,191,GSD
GSD67,18.531141418986003,295,189,GSD
GSD67,22.637866596748715,294,185,GSD
GSD67,26.646026898628566,295,182,GSD
GSD67,31.950580939999202,295,176,GSD
GSD67,38.060021296281185,297,172,GSD
GSD67,44.0911576601577,302,172,GSD
GSD67,48.900454199062644,305,173,GSD
GSD67,51.82917350745797,305,172,GSD
GSD68,5.662030988504834,127,124,GSD
GSD68,9.029164967701703,125,120,GSD
GSD68,15.142625172664948,125,116,GSD
GSD68,19.71415720289648,125,112,GSD
GSD68,24.320989779105524,124,108,GSD
GSD68,29.322096526825213,122,105,GSD
GSD68,35.14199240198237,121,103,GSD
GSD69,4.476434904578798,40,140,GSD
GSD69,8.7615463558331,42,138,GSD
GSD69,13.340811007994677,45,136,GSD
GSD69,19.24026500073935,47,135,GSD
GSD69,22.40095294901465,50,136,GSD
GSD69,29.05182551990641,54,137,GSD
GSD69,34.56352684113472,54,134,GSD
GSD69,41.807470811964784,56,132,GSD
GSD70,4.144461491606055,232,128,GSD
GSD70,9.571927767871415,231,132,GSD
GSD70,15.088715669285188,232,137,GSD
GSD70,21.658729440204876,231,139,GSD
GSD70,28.059987247228086,233,145,GSD
GSD70,32.81678746752691,236,148,GSD
GSD70,37.380520907854795,237,151,GSD
GSD70,43.43350058688898,239,151,GSD
GSD71,7.017998123403509,139,159,GSD
GSD71,13.16293040527109,141,154,GSD
GSD71,17.676853078034867,146,153,GSD
GSD71,24.37033435387712,149,150,GSD
GSD71,30.108653981804938,153,146,GSD
GSD71,36.586392124072745,159,145,GSD
GSD71,41.32543095794152,164,144,GSD
GSD71,45.17332936622734,166,144,GSD
GSD71,51.106999668802736,170,143,GSD
GSD71,56.99335592032836,174,141,GSD
GSD71,61.178037874682545,178,141,GSD
GSD71,65.4554799715113,182,140,GSD
GSD71,69.1168880508111,181,139,GSD
GSD72,5.283321458067767,196,207,GSD
GSD72,10.14693231619739,192,206,GSD
GSD72,15.33043198274256,190,208,GSD
GSD72,22.34186574139354,182,208,GSD
GSD72,26.138882728458587,179,207,GSD
GSD72,32.08897041702648,176,205,GSD
GSD72,36.861694819761354,178,207,GSD
GSD73,5.404656867967814,141,76,GSD
GSD73,11.93291087234061,146,76,GSD
GSD73,18.201869164950892,151,73,GSD
GSD73,22.62975429043799,153,72,GSD
GSD73,27.513629665606373,153,69,GSD
GSD73,32.729144953407726,155,64,GSD
GSD73,38.68107464508553,157,65,GSD
GSD74,3.622018108257516,205,106,GSD
GSD74,8.793110529541671,204,108,GSD
GSD74,14.823344248891882,200,110,GSD
GSD74,19.45752383995129,196,112,GSD
GSD74,23.057411977859676,193,109,GSD
GSD74,26.950687264823507,191,109,GSD
GSD74,32.667481704701956,188,110,GSD
GSD74,37.69720203215755,185,112,GSD
GSD75,5.450674138095131,150,76,GSD
GSD75,10.055865691174208,152,73,GSD
GSD75,13.772282579937944,153,72,GSD
GSD75,16.57907500040631,155,71,GSD
GSD75,21.947314811624135,154,66,GSD
GSD75,26.645555065641595,156,64,GSD
GSD75,31.547125050106512,157,64,GSD
GSD76,3.837478686407932,244,174,GSD
GSD76,8.537579875037586,247,173,GSD
GSD76,14.359783536927681,251,174,GSD
GSD76,20.207925554965414,256,177,GSD
GSD76,23.486562485660556,258,176,GSD
GSD76,26.57943874031647,256,176,GSD
GSD77,3.9219120681671082,129,266,GSD
GSD77,7.113636983402496,133,267,GSD
GSD77,13.05540845000154,137,268,GSD
GSD77,17.8749896505727,140,270,GSD
GSD77,22.571987361923295,144,270,GSD
GSD77,27.62089331966218,144,269,GSD
GSD78,4.153555006107822,52,161,GSD
GSD78,9.735186359652687,55,157,GSD
GSD78,14.901857300798854,59,151,GSD
GSD78,18.11179101614029,59,151,GSD
GSD78,22.93798861083034,60,149,GSD
GSD78,27.580419348233463,60,147,GSD
GSD78,31.286815181455918,59,144,GSD
GSD78,36.41978397665779,57,142,GSD
GSD78,41.436482018651084,54,140,GSD
GSD78,47.14454829414509,54,135,GSD
GSD78,51.966516381648226,53,137,GSD
GSD79,5.270918157353677,122,103,GSD
GSD79,11.944255035361406,122,95,GSD
GSD79,17.397670447823742,122,93,GSD
GSD79,23.37658657503871,123,87,GSD
GSD79,29.090794613468084,120,85,GSD
GSD79,35.281012716842106,120,81,GSD
GSD79,41.57379431735861,121,76,GSD
GSD79,47.04224743529145,120,70,GSD
GSD79,51.91794476186053,121,68,GSD
GSD79,56.2055919901734,120,64,GSD
GSD79,60.560029755267585,120,64,GSD
GSD80,6.208923243465485,115,262,GSD
GSD80,11.661416149094972,112,261,GSD
GSD80,17.07103643358385,107,260,GSD
GSD80,23.774253308986033,103,261,GSD
GSD80,28.110696968905824,104,263,GSD
GSD80,32.853981258633354,102,266,GSD
GSD80,38.07852323911351,102,271,GSD
GSD80,42.4564068732655,99,273,GSD
GSD80,48.0448139861319,96,277,GSD
GSD80,53.30609049062254,96,279,GSD
GSD80,57.22067580060513,96,283,GSD
GSD80,62.49476084093529,93,286,GSD
GSD80,67.28674673400951,90,289,GSD
GSD80,70.91199724931177,88,290,GSD
GSD80,75.20210409467238,89,289,GSD
GSD81,5.810361067832319,256,176,GSD
GSD81,10.407554284860524,251,173,GSD
GSD81,13.167144081201137,249,174,GSD
GSD81,18.47831268154443,244,173,GSD
GSD81,22.73142110257164,242,173,GSD
GSD81,27.868024804778347,236,172,GSD
GSD81,30.882132183751494,237,172,GSD
GSD82,4.465841732891171,65,91,GSD
GSD82,8.806740871493547,65,93,GSD
GSD82,13.127546657191592,64,98,GSD
GSD82,17.41195771171898,65,101,GSD
GSD82,22.840197351566772,64,105,GSD
GSD82,28.186274403470065,59,106,GSD
GSD82,32.47826413878063,60,104,GSD
GSD83,5.880266869852781,154,197,GSD
GSD83,10.929659966122994,151,201,GSD
GSD83,16.74962592342378,148,201,GSD
GSD83,21.910800306839217,143,202,GSD
GSD83,25.530416670138212,141,200,GSD
GSD83,29.432152404569138,139,200,GSD
GSD83,32.11024961228201,137,202,GSD
GSD83,38.177019402980406,133,201,GSD
GSD83,43.81513807271294,133,201,GSD
GSD84,5.890393380610702,249,124,GSD
GSD84,10.40054125798297,248,121,GSD
GSD84,15.843462017176645,244,125,GSD
GSD84,20.804208922682147,240,124,GSD
GSD84,24.79070972004506,238,124,GSD
GSD84,29.950126993081398,234,124,GSD
GSD84,35.455623583362765,232,126,GSD
GSD84,41.09565784253557,231,127,GSD
GSD85,6.003800998827279,270,159,GSD
GSD85,11.089421631027008,271,153,GSD
GSD85,16.764480759765686,270,150,GSD
GSD85,22.412249350933813,270,146,GSD
GSD85,26.75030070631087,267,146,GSD
GSD85,32.895044320790944,264,149,GSD
GSD85,38.39358437323978,262,155,GSD
GSD85,43.2928894668866,263,157,GSD
GSD85,49.625566531906,262,163,GSD
GSD85,53.18308417665878,262,165,GSD
GSD85,54.34582867864315,262,166,GSD
GSD85,58.962712453516886,261,172,GSD
GSD85,64.44934613039666,260,173,GSD
GSD85,67.57682964673671,259,173,GSD
GSD86,5.737719228692503,217,183,GSD
GSD86,10.37341394935429,218,178,GSD
GSD86,14.709376670640719,221,177,GSD
GSD86,20.590880417032707,222,172,GSD
GSD86,25.98976560617527,225,170,GSD
GSD86,31.881114986401645,228,171,GSD
GSD86,36.8761762131752,228,169,GSD
GSD87,2.680166251416182,236,153,GSD
GSD87,7.182255205225573,238,152,GSD
GSD87,12.453932730795277,235,146,GSD
GSD87,18.088307927282212,232,141,GSD
GSD87,22.890093456694938,230,138,GSD
GSD87,28.12959456623326,232,140,GSD
GSD88,3.084720414875486,197,216,GSD
GSD88,9.284217097211497,197,220,GSD
GSD88,12.570028034494205,194,224,GSD
GSD88,19.064869645754854,192,229,GSD
GSD88,23.6199952282793,192,232,GSD
GSD88,27.946455281191575,191,230,GSD
GSD89,4.55981043181752,235,218,GSD
GSD89,8.81143860783762,237,220,GSD
GSD89,12.960297096172205,239,222,GSD
GSD89,17.950106608222303,244,225,GSD
GSD89,23.541485080707268,244,223,GSD
GSD89,29.623384681264874,243,223,GSD
GSD90,4.133655246976275,34,119,GSD
GSD90,9.922520748954126,35,116,GSD
GSD90,16.602576605456857,40,115,GSD
GSD90,22.599753896676766,43,112,GSD
GSD90,26.879483890295877,46,113,GSD
GSD90,32.806963255879964,49,115,GSD
GSD90,38.82529636446033,53,116,GSD
GSD90,43.16150121248651,56,114,GSD
GSD90,49.845328072365305,56,113,GSD
GSD91,4.570209515365724,19,134,GSD
GSD91,9.292753784476098,20,130,GSD
GSD91,14.012868374626294,24,129,GSD
GSD91,19.772186409902755,24,128,GSD
GSD91,24.01873191881699,29,126,GSD
GSD91,28.994641528806696,28,126,GSD
GSD92,5.214188956147206,48,138,GSD
GSD92,10.782399598088759,52,137,GSD
GSD92,17.125586281088104,55,132,GSD
GSD92,20.981500654234424,58,135,GSD
GSD92,25.337922778163097,61,135,GSD
GSD92,29.731844123355394,66,135,GSD
GSD92,34.78447669717332,71,134,GSD
GSD92,38.87223178224471,69,134,GSD
GSD93,5.096576503918842,116,210,GSD
GSD93,9.678021816029121,117,207,GSD
GSD93,16.677047373607472,118,204,GSD
GSD93,22.226740106371516,120,202,GSD
GSD93,27.351307940248866,123,199,GSD
GSD93,33.13712950301548,125,196,GSD
GSD93,38.77554419310927,126,195,GSD
GSD93,42.8206755560091,129,197,GSD
GSD93,47.60927029712912,130,200,GSD
GSD94,5.17088434863982,107,162,GSD
GSD94,10.680510737636137,105,163,GSD
GSD94,15.669940238992206,102,162,GSD
GSD94,21.641271614678956,99,161,GSD
GSD94,25.186690651511714,96,161,GSD
GSD94,29.719435912433017,91,160,GSD
GSD94,36.25731288915739,85,160,GSD
GSD94,41.16053970627417,82,159,GSD
GSD94,46.693070339805885,77,159,GSD
GSD94,51.6835945139105,74,158,GSD
GSD94,58.028689827318125,73,159,GSD
GSD95,6.800790088313992,141,155,GSD
GSD95,10.39710250704109,142,154,GSD
GSD95,16.080267280961433,145,152,GSD
GSD95,18.624582419610515,146,153,GSD
GSD95,23.06320924111929,149,151,GSD
GSD95,27.88644154262376,150,147,GSD
GSD95,33.61542760678641,155,146,GSD
GSD95,36.69792661858623,158,145,GSD
GSD95,41.766828783234814,162,145,GSD
GSD95,46.440576955723564,166,144,GSD
GSD95,51.06925930591386,168,143,GSD
GSD95,55.23057132276021,173,142,GSD
GSD95,60.23417627570754,172,142,GSD
GSD96,2.6602725369291154,239,52,GSD
GSD96,8.020732094295179,239,56,GSD
GSD96,13.323091518567637,236,61,GSD
GSD96,19.726927983335134,237,68,GSD
GSD96,21.608655077023577,237,68,GSD
GSD96,26.00512166276924,236,72,GSD
GSD96,30.172093755568756,235,73,GSD
GSD96,36.73019010552683,236,73,GSD
GSD97,4.450919856421313,64,105,GSD
GSD97,10.313749799676845,62,104,GSD
GSD97,15.50279312967001,58,105,GSD
GSD97,20.127985663854986,57,109,GSD
GSD97,26.131604226091007,53,116,GSD
GSD97,33.32010513823166,56,112,GSD
GSD98,5.179952434594468,305,147,GSD
GSD98,9.483615999670317,307,148,GSD
GSD98,13.889125917407663,312,146,GSD
GSD98,18.966849107723085,316,146,GSD
GSD98,23.32117448624304,319,143,GSD
GSD98,28.707649961292905,322,141,GSD
GSD98,33.345064607704956,325,139,GSD
GSD98,36.97905045728693,328,140,GSD
GSD98,41.00545083686824,331,142,GSD
GSD98,46.927961856165865,335,139,GSD
GSD98,52.83198284576592,340,137,GSD
GSD98,59.9817860767323,347,135,GSD
GSD98,65.9436581699317,347,136,GSD
GSD99,5.061307830447168,120,203,GSD
GSD99,9.773569614939449,122,201,GSD
GSD99,13.321213647229396,123,199,GSD
GSD99,20.435326463177464,124,195,GSD
GSD99,26.519618609586367,123,191,GSD
GSD99,30.946714283537094,120,190,GSD
GSD99,36.16000646515481,120,191,GSD
GSD100,5.294759456565048,183,159,GSD
GSD100,10.016462936231271,179,157,GSD
GSD100,13.392259916529374,175,158,GSD
GSD100,18.495862503428107,175,159,GSD
GSD100,21.844021289172062,173,161,GSD
GSD100,25.608001210408315,170,163,GSD
GSD100,30.631288554808194,171,165,GSD
GSD100,36.760898469990984,170,165,GSD
GSD101,4.1474703562130255,231,137,GSD
GSD101,9.513505719733132,236,135,GSD
GSD101,15.998374591423262,240,132,GSD
GSD101,19.64993635420641,244,131,GSD
GSD101,24.605601082488572,247,129,GSD
GSD101,29.19553151343019,248,126,GSD
GSD101,34.226444004214756,249,124,GSD
GSD101,39.54167859731841,253,127,GSD
GSD101,45.19450973103848,259,127,GSD
GSD101,50.61122120647522,260,129,GSD
GSD101,55.24959299997484,264,128,GSD
GSD101,62.53567438643245,262,128,GSD
GSD102,5.444504683679108,295,197,GSD
GSD102,10.808363423776317,295,192,GSD
GSD102,15.822154055396325,294,187,GSD
GSD102,21.748469970612494,294,184,GSD
GSD102,29.296360458676634,295,177,GSD
GSD102,33.28822015299718,295,175,GSD
GSD102,37.39591519876496,298,172,GSD
GSD102,41.890183622929136,298,171,GSD
GSD103,4.934874570223537,102,163,GSD
GSD103,9.910571853016144,100,162,GSD
GSD103,15.412383858128916,96,161,GSD
GSD103,21.240291541083376,91,161,GSD
GSD103,25.61889861516505,88,160,GSD
GSD103,29.69832934978373,89,161,GSD
GSD104,5.111370276047126,263,216,GSD
GSD104,9.550158983154525,259,217,GSD
GSD104,15.255980171156928,256,219,GSD
GSD104,20.91435762770023,251,221,GSD
GSD104,27.168686440300046,245,221,GSD
GSD104,32.194372634758004,245,221,GSD
GSD105,3.3234952685354124,231,217,GSD
GSD105,6.256757232420368,230,216,GSD
GSD105,12.176835912300245,225,216,GSD
GSD105,17.27665610708866,222,215,GSD
GSD105,22.272681837899945,217,213,GSD
GSD105,27.48868294482903,217,214,GSD
GSD106,5.431247501123575,37,159,GSD
GSD106,9.974919091431829,41,158,GSD
GSD106,15.624985889982291,43,159,GSD
GSD106,20.715978095193908,45,164,GSD
GSD106,24.83678225052489,43,167,GSD
GSD106,30.1241851760621,43,169,GSD
GSD106,33.25416950958618,43,172,GSD
GSD106,38.32632308942125,43,177,GSD
GSD106,42.82440345075699,43,180,GSD
GSD106,48.43156233544341,41,183,GSD
GSD106,54.79176940898779,42,184,GSD
GSD107,5.586820442038723,77,65,GSD
GSD107,11.221915769336796,81,66,GSD
GSD107,15.121580879101042,83,64,GSD
GSD107,19.9513027539002,84,62,GSD
GSD107,23.210361000948772,84,58,GSD
GSD107,28.429485664713674,84,59,GSD
GSD108,6.417310563391652,297,148,GSD
GSD108,10.010379425268534,295,148,GSD
GSD108,15.83672616360995,290,148,GSD
GSD108,20.603320236217172,288,150,GSD
GSD108,25.562388362661956,284,150,GSD
GSD108,29.48075653623201,281,152,GSD
GSD108,34.50487898394236,277,149,GSD
GSD108,39.83837032442479,272,150,GSD
GSD108,43.354938472525866,271,147,GSD
GSD108,46.97400598792339,268,146,GSD
GSD108,51.53595705379641,264,147,GSD
GSD108,56.371318152055515,263,151,GSD
GSD108,61.657905319381,264,155,GSD
GSD108,67.6613304725096,264,156,GSD
GSD109,4.460309514613241,74,158,GSD
GSD109,10.089833980769795,68,158,GSD
GSD109,14.114978239686536,64,156,GSD
GSD109,19.762882849917347,60,154,GSD
GSD109,24.6910039905758,60,150,GSD
GSD109,28.758460090457834,58,153,GSD
GSD109,34.28257416414592,56,156,GSD
GSD109,39.393988968641594,56,158,GSD
GSD110,5.131306948760437,200,109,GSD
GSD110,9.742062310248844,204,107,GSD
GSD110,15.353675826091594,206,105,GSD
GSD110,20.390794800311816,208,102,GSD
GSD110,26.38519879519668,212,101,GSD
GSD110,31.747303680077145,215,97,GSD
GSD110,37.76388852074588,217,93,GSD
GSD110,42.38511802663253,217,89,GSD
GSD110,47.4187214042601,221,90,GSD
GSD110,51.79925509910969,226,89,GSD
GSD110,56.00307065225022,225,90,GSD
GSD111,3.9538593524010595,131,138,GSD
GSD111,9.5891547743183,125,139,GSD
GSD111,13.71851738516721,123,141,GSD
GSD111,18.102147277856904,122,143,GSD
GSD111,22.40087878106924,121,145,GSD
GSD111,26.454976694977745,122,150,GSD
GSD111,30.326528355843276,122,150,GSD
GSD111,37.16898955180575,120,150,GSD
GSD112,4.103841731885081,111,233,GSD
GSD112,9.100316217865426,111,229,GSD
GSD112,13.582714826059556,112,225,GSD
GSD112,18.754600604965997,111,220,GSD
GSD112,24.43383519279482,113,214,GSD
GSD112,28.637814534386973,115,211,GSD
GSD112,34.24337167123818,113,211,GSD
GSD113,4.778858404562202,242,157,GSD
GSD113,8.979921402844077,243,159,GSD
GSD113,14.369963440525414,238,163,GSD
GSD113,20.105655002211762,242,167,GSD
GSD113,24.95589072180077,239,169,GSD
GSD113,31.36263536578716,239,167,GSD
GSD114,4.674549853761709,131,164,GSD
GSD114,7.947960219920976,132,167,GSD
GSD114,12.105362914756634,132,170,GSD
GSD114,17.82698276450283,131,175,GSD
GSD114,22.960854952541023,129,178,GSD
GSD114,26.793163704021016,129,180,GSD
GSD114,30.924053457931883,128,183,GSD
GSD114,36.63801733029083,125,187,GSD
GSD114,43.87353389279809,123,193,GSD
GSD114,49.932670455866,124,197,GSD
GSD114,54.632201139061095,127,196,GSD
GSD114,58.9333144843597,131,200,GSD
GSD114,63.146091370754576,133,202,GSD
GSD114,68.11247102334565,133,202,GSD
GSD115,6.9386313963827675,152,147,GSD
GSD115,11.29364178629485,150,150,GSD
GSD115,14.440279828765407,148,151,GSD
GSD115,22.360492431591148,143,154,GSD
GSD115,26.910566151142213,141,157,GSD
GSD115,30.67589292680855,139,157,GSD
GSD116,4.004281335161899,173,143,GSD
GSD116,8.587522905364594,177,141,GSD
GSD116,14.82054537756546,182,140,GSD
GSD116,19.082323882825087,186,141,GSD
GSD116,23.482269856144956,189,141,GSD
GSD116,27.779472318057866,189,138,GSD
GSD116,32.962968381072244,189,139,GSD
GSD117,3.2830625798161504,167,202,GSD
GSD117,9.308054793319108,171,204,GSD
GSD117,12.610718035570859,174,204,GSD
GSD117,18.77483890953888,178,207,GSD
GSD117,25.583750858950452,183,208,GSD
GSD117,30.25440474024344,186,208,GSD
GSD117,36.636226406621624,192,207,GSD
GSD117,42.71451573487572,197,207,GSD
GSD117,48.208700027604216,198,209,GSD
GSD117,52.610046537014554,197,209,GSD
GSD118,4.86371910894093,325,142,GSD
GSD118,9.302230696230355,321,142,GSD
GSD118,13.70195656710502,320,143,GSD
GSD118,18.25117187622439,316,146,GSD
GSD118,23.46262807053454,312,146,GSD
GSD118,28.45340201215953,313,147,GSD
GSD119,5.141601623337716,141,163,GSD
GSD119,11.425619612991369,136,162,GSD
GSD119,16.22255352757908,131,162,GSD
GSD119,22.071523925503097,130,163,GSD
GSD119,27.114650428246883,124,163,GSD
GSD119,31.559510916008854,120,162,GSD
GSD119,35.92953762357021,118,161,GSD
GSD119,42.42884621206362,116,157,GSD
GSD119,46.8704064157212,118,155,GSD
GSD119,51.45519041824431,120,152,GSD
GSD119,58.218835399635026,121,149,GSD
GSD119,62.290374441576134,122,149,GSD
GSD120,2.5496565302838303,124,189,GSD
GSD120,7.035300508731032,127,187,GSD
GSD120,11.152745488463804,129,187,GSD
GSD120,16.527285023146934,134,185,GSD
GSD120,22.713519821967463,140,186,GSD
GSD120,26.667697723110518,139,185,GSD
GSD121,4.00527888788828,272,170,GSD
GSD121,8.714051114506727,271,174,GSD
GSD121,11.718988324001376,270,177,GSD
GSD121,17.618253594738125,272,183,GSD
GSD121,24.05647823070879,272,185,GSD
GSD121,30.996712988218526,271,184,GSD
GSD122,5.6755032242707415,239,58,GSD
GSD122,9.742338270012509,239,54,GSD
GSD122,14.710606094713842,239,51,GSD
GSD122,19.81880387233512,237,44,GSD
GSD122,25.72601358065327,240,43,GSD
GSD122,30.209876272830186,243,44,GSD
GSD122,35.647291905892445,247,45,GSD
GSD122,40.24189121653717,252,45,GSD
GSD122,45.25303043818093,256,48,GSD
GSD122,50.117997265786244,260,47,GSD
GSD122,56.14228292272523,261,48,GSD
GSD123,3.663889922697148,42,157,GSD
GSD123,9.83653502424993,43,158,GSD
GSD123,13.752463507150079,40,157,GSD
GSD123,19.188415898227547,35,158,GSD
GSD123,24.699038706172104,31,161,GSD
GSD123,28.797118040281863,34,160,GSD
GSD124,3.735899713485816,234,124,GSD
GSD124,8.277904484566198,237,125,GSD
GSD124,14.036642134436864,240,124,GSD
GSD124,18.26317097145483,245,123,GSD
GSD124,23.398529192865773,247,122,GSD
GSD124,27.401687859070098,250,119,GSD
GSD124,32.07850219255731,249,120,GSD
GSD125,4.191045849626625,210,143,GSD
GSD125,7.592368536645916,207,145,GSD
GSD125,11.758495265345232,203,146,GSD
GSD125,15.802634278904252,198,144,GSD
GSD125,21.38497469091764,196,142,GSD
GSD125,27.260016368506026,195,139,GSD
GSD125,32.4100303030174,190,138,GSD
GSD125,37.489927990675305,188,142,GSD
GSD125,41.42443588377493,189,142,GSD
GSD126,5.214400372555911,96,191,GSD
GSD126,9.468404636018969,96,187,GSD
GSD126,14.847900798041486,97,183,GSD
GSD126,19.30763053360328,95,179,GSD
GSD126,23.883971571791243,97,181,GSD
GSD126,27.54092129307572,100,181,GSD
GSD126,32.822283313562636,105,184,GSD
GSD126,37.87033550855385,108,183,GSD
GSD126,41.91037364387094,111,185,GSD
GSD126,46.254042835228745,114,187,GSD
GSD126,52.4073346382219,114,187,GSD
GSD127,5.2894345956647815,286,112,GSD
GSD127,10.104769725933586,284,113,GSD
GSD127,15.218633793430861,281,117,GSD
GSD127,19.30725881490399,278,119,GSD
GSD127,23.93269391924874,277,120,GSD
GSD127,26.86533337713533,276,121,GSD
GSD127,33.54725691907431,277,122,GSD
GSD128,6.621306130772196,44,111,GSD
GSD128,11.65025042623853,41,114,GSD
GSD128,17.26864932028947,38,115,GSD
GSD128,23.08907923984706,34,117,GSD
GSD128,28.205198076121057,31,118,GSD
GSD128,33.66169365954331,34,120,GSD
GSD128,38.34728212228996,33,125,GSD
GSD128,43.10293725633117,34,123,GSD
GSD129,4.126009812024252,268,147,GSD
GSD129,8.178829883633583,271,146,GSD
GSD129,12.556362579208525,272,150,GSD
GSD129,18.06868491084829,271,154,GSD
GSD129,22.813421918569407,269,158,GSD
GSD129,27.901086099398135,270,163,GSD
GSD129,34.02629814754641,271,166,GSD
GSD129,38.728926890404594,272,170,GSD
GSD129,44.38789547303392,272,171,GSD
GSD130,5.891139460639006,111,228,GSD
GSD130,11.658005375846747,111,225,GSD
GSD130,18.24691674537634,111,218,GSD
GSD130,23.399938568485478,112,214,GSD
GSD130,27.867113942154695,113,210,GSD
GSD130,32.86171002065328,116,208,GSD
GSD130,38.66435632152012,119,204,GSD
GSD130,45.46672080873559,121,203,GSD
GSD130,50.50760288205073,120,203,GSD
GSD131,4.691509561725628,233,124,GSD
GSD131,8.32376842841149,235,126,GSD
GSD131,13.678973352832237,240,124,GSD
GSD131,17.967231523110367,244,124,GSD
GSD131,23.335031129027833,245,119,GSD
GSD131,29.287635238913403,244,117,GSD
GSD131,34.67245219839841,243,112,GSD
GSD131,39.51169303233928,240,113,GSD
GSD131,43.067715112072754,238,112,GSD
GSD132,6.564938851569133,150,200,GSD
GSD132,10.69998140305688,152,198,GSD
GSD132,14.67243327218471,153,195,GSD
GSD132,19.39969092586071,154,191,GSD
GSD132,24.032995673470396,152,188,GSD
GSD132,28.394054710032528,152,185,GSD
GSD132,32.919024641116586,153,185,GSD
GSD133,5.831940340834707,262,169,GSD
GSD133,12.649239851783811,262,164,GSD
GSD133,17.037096594763515,263,160,GSD
GSD133,23.125629318937666,263,155,GSD
GSD133,26.708264415486735,265,157,GSD
GSD133,32.966819071229274,264,157,GSD
GSD134,4.844776498254516,290,106,GSD
GSD134,11.355791748866475,286,110,GSD
GSD134,16.51209683086723,282,115,GSD
GSD134,22.063249085139596,282,116,GSD
GSD134,27.175455463708523,277,119,GSD
GSD134,33.567115499728175,274,122,GSD
GSD134,38.28906466551344,274,123,GSD
GSD135,5.883760337756252,153,190,GSD
GSD135,11.676952084829875,151,184,GSD
GSD135,16.97240991730256,148,186,GSD
GSD135,21.530795148473008,146,186,GSD
GSD135,27.27586860613578,141,186,GSD
GSD135,33.528566018834546,138,186,GSD
GSD135,37.27570288446779,138,186,GSD
GSD136,6.277034662301027,275,213,GSD
GSD136,10.495337926782558,271,214,GSD
GSD136,14.377496218760959,268,214,GSD
GSD136,18.851889512039204,265,216,GSD
GSD136,23.691090192857846,262,216,GSD
GSD136,31.049446656703253,255,219,GSD
GSD136,36.51833201528477,251,222,GSD
GSD136,39.808176224113765,248,222,GSD
GSD136,45.92019686038786,244,223,GSD
GSD136,52.50171927363088,245,223,GSD
GSD137,5.612885011984871,33,148,GSD
GSD137,10.759003960567,37,147,GSD
GSD137,14.837201504481843,35,144,GSD
GSD137,20.206202289823956,35,143,GSD
GSD137,25.95755956350747,38,141,GSD
GSD137,30.93154213802731,41,139,GSD
GSD137,37.12686023497172,46,136,GSD
GSD137,42.548959925031895,48,137,GSD
GSD137,48.2135008758171,46,136,GSD
GSD138,2.8256659275211096,23,148,GSD
GSD138,8.011782311668417,26,151,GSD
GSD138,11.297268905250082,27,153,GSD
GSD138,15.72314087488376,28,155,GSD
GSD138,22.07817363713978,33,157,GSD
GSD138,26.252192107176995,35,159,GSD
GSD138,30.049328543069215,33,160,GSD
GSD138,34.041306699048306,32,162,GSD
GSD138,40.25654955356747,32,162,GSD
GSD139,6.699501360964595,270,161,GSD
GSD139,11.138238967854374,271,156,GSD
GSD139,13.971490287210269,269,154,GSD
GSD139,20.3252116765388,272,150,GSD
GSD139,23.304088990657156,276,149,GSD
GSD139,26.658135275617077,278,151,GSD
GSD139,32.477767953052904,282,152,GSD
GSD139,38.83480299009156,288,150,GSD
GSD139,45.041348654358636,291,148,GSD
GSD139,50.21402173235891,296,149,GSD
GSD139,55.64138991083206,300,147,GSD
GSD139,61.4530480525524,301,146,GSD
GSD140,4.310090846497586,237,65,GSD
GSD140,9.120583431188006,236,69,GSD
GSD140,15.497760968601327,236,74,GSD
GSD140,18.03397073054702,235,75,GSD
GSD140,22.747978136638388,235,77,GSD
GSD140,27.708992399995186,234,82,GSD
GSD140,31.867340566384406,233,85,GSD
GSD140,36.80977280407155,234,88,GSD
GSD140,40.60367429345389,235,88,GSD
GSD140,47.08212756031344,236,92,GSD
GSD140,52.50153912425974,236,98,GSD
GSD140,56.179769937677094,237,98,GSD
GSD140,60.0459334580217,237,102,GSD
GSD140,63.90266817430822,238,102,GSD
GSD141,5.218135205410524,233,217,GSD
GSD141,9.709260228061531,230,216,GSD
GSD141,13.479435179848426,227,216,GSD
